10139,1
10177,1
10195,1
10317,1
10588,1
10589,1
10806,1
10973,1
10974,1
10975,1
10198,2
10320,2
10504,2
10593,2
10594,2
10809,2
10055,3
10071,3
10201,3
10324,3
10599,3
10811,3
10141,4
10204,4
10327,4
10478,4
10505,4
10603,4
10604,4
10814,4
10981,4
10982,4
10074,5
10105,5
10144,5
10207,5
10330,5
10334,5
10480,5
10506,5
10608,5
10818,5
10988,5
10989,5
10075,6
10210,6
10337,6
10340,6
10507,6
10613,6
10821,6
10823,6
10178,7
10213,7
10344,7
10347,7
10481,7
10618,7
10619,7
10824,7
10827,7
10996,7
10997,7
10998,7
10108,8
10148,8
10216,8
10350,8
10354,8
10465,8
10483,8
10508,8
10623,8
10624,8
10831,8
10903,8
10904,8
10905,8
11005,8
11006,8
10056,9
10170,9
10219,9
10357,9
10628,9
10629,9
10834,9
11090,9
10078,10
10109,10
10222,10
10361,10
10509,10
10634,10
10079,11
10225,11
10364,11
10467,11
10510,11
10639,11
10838,11
10912,11
10913,11
10914,11
10179,12
10228,12
10367,12
10643,12
10644,12
10840,12
10081,13
10231,13
10371,13
10511,13
10649,13
10842,13
11092,13
11094,13
10234,14
10374,14
10512,14
10654,14
10655,14
10845,14
10127,15
10237,15
10377,15
10513,15
10659,15
10660,15
10847,15
10920,15
10921,15
10922,15
10084,16
10129,16
10240,16
10380,16
10514,16
10664,16
10850,16
10929,16
10930,16
10931,16
10180,17
10243,17
10384,17
10669,17
10670,17
10852,17
11096,17
11098,17
10086,18
10246,18
10387,18
10515,18
10674,18
10854,18
10938,18
10939,18
10940,18
10941,18
10057,19
10113,19
10151,19
10249,19
10390,19
10394,19
10679,19
10680,19
10858,19
11012,19
11013,19
11014,19
10252,20
10398,20
10516,20
10684,20
10685,20
10860,20
10089,21
10255,21
10401,21
10486,21
10517,21
10689,21
10862,21
11021,21
11022,21
11023,21
10090,22
10181,22
10258,22
10404,22
10487,22
10694,22
10865,22
11030,22
11031,22
11032,22
10115,23
10132,23
10261,23
10407,23
10518,23
10698,23
10699,23
10948,23
10949,23
10950,23
10264,24
10411,24
10519,24
10703,24
10704,24
10869,24
10116,25
10267,25
10414,25
10520,25
10708,25
10709,25
10117,26
10156,26
10157,26
10270,26
10417,26
10521,26
10714,26
10715,26
11039,26
11040,26
10182,27
10273,27
10421,27
10719,27
10720,27
10875,27
11047,27
11048,27
11049,27
11050,27
10118,28
10276,28
10425,28
10522,28
10724,28
10725,28
10058,29
10096,29
10279,29
10428,29
10730,29
10879,29
10282,30
10431,30
10523,30
10735,30
10736,30
10882,30
10183,31
10285,31
10434,31
10740,31
10741,31
10885,31
10288,32
10438,32
10491,32
10524,32
10746,32
10747,32
10886,32
11057,32
11058,32
11059,32
10098,33
10291,33
10441,33
10525,33
10752,33
10888,33
10294,34
10444,34
10493,34
10526,34
10757,34
10758,34
10891,34
11064,34
11065,34
11066,34
10133,35
10184,35
10297,35
10448,35
10762,35
10763,35
10892,35
10958,35
10959,35
10960,35
11100,35
11102,35
10300,36
10312,36
10313,36
10451,36
10495,36
10527,36
10768,36
10769,36
10789,36
10790,36
10791,36
10792,36
10793,36
10794,36
10895,36
11072,36
11073,36
11074,36
10167,37
10303,37
10455,37
10496,37
10528,37
10773,37
10774,37
10897,37
11081,37
11082,37
11104,37
11106,37
10306,38
10458,38
10503,38
10529,38
10778,38
10779,38
10899,38
11108,38
10123,39
10136,39
10185,39
10309,39
10461,39
10474,39
10784,39
10785,39
10966,39
10967,39
10140,40
10196,40
10318,40
10476,40
10530,40
10590,40
10591,40
10807,40
10976,40
10977,40
10059,41
10199,41
10321,41
10322,41
10595,41
10596,41
10202,42
10325,42
10531,42
10600,42
10601,42
10812,42
10142,43
10205,43
10328,43
10532,43
10605,43
10606,43
10815,43
10983,43
10984,43
10985,43
10145,44
10208,44
10331,44
10332,44
10335,44
10533,44
10609,44
10610,44
10819,44
10990,44
10991,44
10992,44
10186,45
10211,45
10338,45
10341,45
10342,45
10614,45
10615,45
10822,45
10076,46
10147,46
10214,46
10345,46
10348,46
10534,46
10620,46
10825,46
10828,46
10999,46
11000,46
11001,46
10077,47
10124,47
10149,47
10217,47
10351,47
10352,47
10355,47
10466,47
10535,47
10625,47
10832,47
10906,47
10907,47
11007,47
11008,47
11009,47
10171,48
10220,48
10358,48
10359,48
10536,48
